,Compound ID,InChIKey,SMILES,logS,logP,MW
8452,C8674,HOZOZZFCZRXYEK-HNHWXVNLSA-M,CCCC[N+]1(C)[C@@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-],-0.714508878,-0.8042,440.371
8453,C8675,WHTRVMDSXBPLMD-UHFFFAOYSA-N,C=CC(Br)OCC(O)CO,-0.713735462,0.2632,211.054
8454,C8676,WQZUEUHQLFUVOF-UHFFFAOYSA-N,CNC(=O)c1cc(O)ccc1O,-0.712597744,0.8483,167.162
8455,C1450,QCDWFXQBSFUVSP-UHFFFAOYSA-N,OCCOc1ccccc1,-0.70999998,1.0577,138.164
8456,C1451,PDQAZBWRQCGBEV-UHFFFAOYSA-N,S=C1NCCN1,-0.70999998,0.1217,102.158
8457,C8677,HESFRMMKCMMNMR-UHFFFAOYSA-N,CC[NH+](CC)CCOC(=O)c1ccc(N)cc1.COCCOC(C[Hg])CNC(=O)c1ccccc1OCC(=O)[O-].O,-0.707710938,0.7999,765.238
8458,C8678,RNZNYDUSDMAFDI-LURJTMIESA-N,N/C(COS(=O)(O)=S)=N\C[C@@H]1CCCO1,-0.703810822,1.8901,254.327
8459,C8679,CJCSPKMFHVPWAR-UHFFFAOYSA-N,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,-0.703552588,1.1426,211.215
8460,C8680,SQCWXTCIGOVJIK-UHFFFAOYSA-N,Cc1ccc(C2N(C)CCN2C)cc1,-0.703074593,1.7466,190.285
8461,C8681,BGHPNBADFZVYIL-UHFFFAOYSA-N,FC(F)(F)C1(C(F)(F)F)NCCN1.O,-0.701130285,1.5934,226.12
8462,C1452,HORNXRXVQWOLPJ-UHFFFAOYSA-N,Oc1cccc(Cl)c1,-0.69999999,2.0456,128.556
8463,C1453,WXNZTHHGJRFXKQ-UHFFFAOYSA-N,Oc1ccc(Cl)cc1,-0.69999999,2.0456,128.556
8464,C1454,IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,-0.69999999,1.7006,108.138
8465,C1455,ISTJMQSHILQAEC-ZCFIWIBFSA-N,CC[C@@H](O)C(C)C,-0.69999999,1.4133,102.175
8466,C8682,OPIHSEIJVQHIOX-UHFFFAOYSA-N,CC1=NS(=O)(=O)c2cccnc2N1C,-0.699153021,1.2199,211.241
8467,C8683,JTGITTDWIRWXDN-UHFFFAOYSA-N,COc1ccccc1N1C(=O)C2C3CCC(O3)C2C1=O,-0.695468948,1.427,273.284
8468,C8684,OEZZFHANQAGLDU-UHFFFAOYSA-N,COC(CN(C)C)c1ccccc1,-0.69478209,1.9357,179.259
8469,C8685,YMDNODNLFSHHCV-UHFFFAOYSA-N,CCN(CC)CCCl,-0.691462658,1.567,135.635
8470,C8686,HFFLGKNGCAIQMO-UHFFFAOYSA-N,O=CC(Cl)(Cl)Cl,-0.691314351,1.5555,147.388
8471,C8687,LOPUUBCBNOEBQV-UHFFFAOYSA-L,O=CNc1ccccc1OCC(=O)[O-].O=CNc1ccccc1OCC(=O)[O-].[Ca+2],-0.689355493,0.185,428.406
8472,C8688,PHRHVYRRQVLATP-UHFFFAOYSA-N,O=C1C2C3CCC(O3)C2C(=O)N1c1ccccc1,-0.687104251,1.4184,243.258
8473,C8689,JCUQWSIALJCIEE-UHFFFAOYSA-N,O=S1(=O)CC(Cl)C(Cl)C1,-0.68662708,1.7104,189.06
8474,C8690,APJYDQYYACXCRM-UHFFFAOYSA-N,NCCc1c[nH]c2ccccc12,-0.686071203,2.3694,160.216
8475,C8691,QONLGXRPRAIDGI-UHFFFAOYSA-N,CC(C)NCC(O)c1ccc2ccccc2c1.Cl,-0.685743389,4.0641,265.778
8476,C8692,FSNGFFWICFYWQC-UHFFFAOYSA-N,Cl.ClCCN1CCCC1,-0.68533847,2.0609,170.08
8477,C8693,HRYKDUPGBWLLHO-UHFFFAOYSA-N,Nc1ncnc2n[nH]nc12,-0.685054714,-0.0887,136.115
8478,C8694,KKAJSJJFBSOMGS-UHFFFAOYSA-N,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.[Cl-],-0.684802225,0.1483,259.734
8479,C8695,JPFYIYQIGQYIMC-UHFFFAOYSA-N,ClCCN1CCN(CCCl)CC1,-0.684068511,0.9574,211.132
8480,C8696,KWTSXDURSIMDCE-UHFFFAOYSA-N,CC(N)Cc1ccccc1,-0.683385747,2.2766,135.206
8481,C1456,DYDNPESBYVVLBO-UHFFFAOYSA-N,O=CNc1ccccc1,-0.68000001,1.9638,121.137
8482,C1457,RLSSMJSEOOYNOY-UHFFFAOYSA-N,Cc1cccc(O)c1,-0.68000001,1.7006,108.138
8483,C8697,MGPDSKXOTDLPJE-UHFFFAOYSA-N,CCOC(=O)N1CC1,-0.677380683,0.3964,115.13
8484,C8698,VTTONGPRPXSUTJ-UHFFFAOYSA-N,CN(C)CCc1c[nH]c2ccc(O)cc12,-0.671721689,1.9776,204.268
8485,C8699,RMUCZJUITONUFY-UHFFFAOYSA-N,NNCCc1ccccc1,-0.670277741,1.7836,136.194
8486,C1458,UIHCLUNTQKBZGK-RXMQYKEDSA-N,CC[C@@H](C)C(C)=O,-0.67000002,1.6215,100.159
8487,C8700,UVMLHMAIUVSYOL-UHFFFAOYSA-N,CC(C)=CCN=C(N)N,-0.66781675,1.6266,127.188
8488,C8701,BBNGVMNBBLPZIR-UHFFFAOYSA-N,O=S1(=O)N=CNc2ccccc21,-0.667033656,1.4835,182.2
8489,C8702,WYWHKKSPHMUBEB-UHFFFAOYSA-N,Nc1nc(=S)c2[nH]cnc2[nH]1,-0.663303673,1.1789,167.192
8490,C8703,WFRKJMRGXGWHBM-UHFFFAOYSA-M,CCCCCCCCOS(=O)(=O)[O-].[Na+],-0.661842603,2.9045,232.273
8491,C8704,VLZLEPNAKIFDQJ-UHFFFAOYSA-N,O=[N+]([O-])Nc1ccccn1,-0.660497255,1.2814,139.112
8492,C1459,SKKTUOZKZKCGTB-UHFFFAOYSA-N,CCCCOC(N)=O,-0.66000003,1.5821,117.146
8493,C1460,NVJUHMXYKCUMQA-UHFFFAOYSA-N,CCCOCC,-0.66000003,1.4329,88.1482
8494,C1461,FKRCODPIKNYEAC-UHFFFAOYSA-N,CCOC(=O)CC,-0.66000003,0.9595,102.132
8495,C8705,WOHPVOTWUBGVPP-UHFFFAOYSA-N,Cc1ccccc1OCC[NH2+]CCO.[Cl-],-0.65995556,-3.0665,231.719
8496,C8706,BEZLAYYFGVADSA-UHFFFAOYSA-N,CCOP(=O)(OCC)OP(=O)(OC)OC,-0.658102545,2.585,262.135
8497,C8707,QMNXJNURJISYMS-UHFFFAOYSA-N,CN(C)CCC(=O)c1ccccc1,-0.657514262,1.821,177.243
8498,C8708,SKAADKSETAYKGL-UHFFFAOYSA-N,CN(C(N)=O)c1ccccc1,-0.65600047,1.9018,150.178
8499,C8709,RSDOPYMFZBJHRL-UHFFFAOYSA-N,O=C1CCCN1CC#CCN1CCCC1,-0.653136731,0.5838,206.284
8500,C8710,LHRIUKSRPHFASO-UHFFFAOYSA-N,Cc1cc(=O)nc[nH]1,-0.652684343,0.0783,110.114
8501,C8711,MFWYIFRPVITMEP-UHFFFAOYSA-N,CC(=O)SCCF,-0.652349454,1.2356,122.161
8502,C8712,YFTRBASNPFHPAJ-UHFFFAOYSA-N,OCC(O)COc1ccccc1O,-0.650371166,0.1242,184.189
8503,C8713,GDRJMQGTCMCJQV-UHFFFAOYSA-N,CCN1CCCN(CC)C1=S,-0.649672741,1.1946,172.291
8504,C8714,AVUYXHYHTTVPRX-UHFFFAOYSA-N,CC1CN1P(=O)(N1CC1C)N1CC1C,-0.649509631,1.0205,215.232
8505,C8715,ZGNRRVAPHPANFI-UHFFFAOYSA-N,CN(CCO)c1nc2c(c(=O)n(C)c(=O)n2C)n1C,-0.648829836,-1.6008,267.284
8506,C8716,ZUXNZUWOTSUBMN-UHFFFAOYSA-N,Cl.NNc1nncc2ccccc12,-0.648245179,2.4907,196.637
8507,C8717,YAZSBRQTAHVVGE-UHFFFAOYSA-N,Nc1ccccc1S(N)(=O)=O,-0.644973584,2.2785,172.205
8508,C8718,KAZPHAGSWZTKDW-UHFFFAOYSA-N,COc1ccc(CC(C)N)cc1OC,-0.642355305,2.2938,195.258
8509,C8719,UYTMLDBQFLIQJA-GQCTYLIASA-N,O/N=C/c1ccco1,-0.640880342,1.0877,111.099
8510,C8720,KRQWFVYRQYTWRH-UHFFFAOYSA-N,CC(=O)Nc1nc(C)co1,-0.638712439,1.0144,140.14
8511,C8721,PTLILCRCEWAQGA-UHFFFAOYSA-N,Cn1c(C=O)cnc1[N+](=O)[O-],-0.637858375,0.664,155.112
8512,C8722,HRIJSYATNFJXHM-UHFFFAOYSA-N,Nc1nc(=S)nc(N)[nH]1,-0.630801151,0.861,143.17
8513,C1462,YMWUJEATGCHHMB-UHFFFAOYSA-N,ClCCl,-0.63,1.4215,84.9326
8514,C1463,RMMXTBMQSGEXHJ-UHFFFAOYSA-N,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,-0.63,1.5504,231.294
8515,C1464,RMOUBSOVHSONPZ-UHFFFAOYSA-N,CC(C)OC=O,-0.63,1.2037,88.1051
8516,C8723,DOOTYTYQINUNNV-UHFFFAOYSA-N,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,-0.62844395,0.187,276.283
8517,C8724,SEGLVYOGDQNDAS-UHFFFAOYSA-L,C[Hg]OC(=O)C[S-].[Na+],-0.622500831,0.1221,328.715
8518,C1465,RLFWWDJHLFCNIJ-UHFFFAOYSA-N,Cc1c(N)c(=O)n(-c2ccccc2)n1C,-0.62,1.6478,203.24
8519,C1466,FGLBSLMDCBOPQK-UHFFFAOYSA-N,CC(C)[N+](=O)[O-],-0.62,1.1947,89.0932
8520,C1467,QWVGKYWNOKOFNN-UHFFFAOYSA-N,Cc1ccccc1O,-0.62,1.7006,108.138
8521,C1468,DFOXKPDFWGNLJU-RXMQYKEDSA-N,C[C@@H](O)C(C)(C)C,-0.62,1.4133,102.175
8522,C8725,LGEYZYKILBJRED-UHFFFAOYSA-N,N/C(CSS(=O)(=O)O)=N\C1CC1,-0.616905361,1.8231,210.274
8523,C8726,QBCQXNDNMOHQIU-UHFFFAOYSA-N,CCC1C(=O)N(C)C(=O)N(C)C1=O,-0.614970337,-0.0612,184.192
8524,C8727,BVIDQAVCCRUFGU-UHFFFAOYSA-M,CC(CN1c2ccccc2Sc2ccccc21)[N+](C)(C)C.COS(=O)(=O)[O-],-0.613362883,4.6228,410.551
8525,C8728,BSFJGCCAXDCMOX-UHFFFAOYSA-N,Cc1ccnc([N-]S(=O)(=O)c2ccc(N)cc2)n1.[Na+],-0.612943171,3.4233,286.285
8526,C8729,DLHWKJDYXPNWAI-UHFFFAOYSA-N,CCOC(O)C(Cl)(Cl)Cl,-0.612070527,1.7115,193.456
8527,C8730,WZLOCUGJPMVLCX-UHFFFAOYSA-M,C[N+](C)(C)c1ccccc1OC(=O)c1ccccc1.[Br-],-0.608604832,0.1065,336.224
8528,C8731,PARMADWNFXEEFC-UHFFFAOYSA-N,CCCCNCC(O)c1ccc(O)cc1.CCCCNCC(O)c1ccc(O)cc1.O=S(=O)(O)O,-0.605986481,4.8404,516.648
8529,C8732,BHVQKUWREDMFLD-UHFFFAOYSA-N,C#CC(O)(C=C)CC,-0.602675464,0.9467,110.154
8530,C8733,BEEDODBODQVSIM-UHFFFAOYSA-N,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1.Cl,-0.60211704,3.4171,296.836
8531,C8734,DRTQHJPVMGBUCF-XVFCMESISA-N,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,-0.60085767,-2.8519,244.201
8532,C8735,PLENFHSJZZDRNT-GPPWNDLUSA-N,CO[C@H]1C=CC2=CC[NH+]3CCC4=C(CC(=O)OC4)[C@]23C1.[Cl-],-0.60064639,-1.2546,309.788
8533,C1469,JHIVVAPYMSGYDF-UHFFFAOYSA-N,O=C1CCCCC1,-0.60000002,1.5196,98.143
8534,C1470,URAYPUMNDPQOKB-UHFFFAOYSA-N,CC(=O)OCC(COC(C)=O)OC(C)=O,-0.60000002,0.0443,218.204
8535,C1471,AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO,-0.60000002,1.1689,88.1482
8536,C1472,DNJIEGIFACGWOD-UHFFFAOYSA-N,CCS,-0.60000002,0.9361,62.134
8537,C8736,TWIULPUWWRMHGV-UHFFFAOYSA-N,O=S(=O)(O)SCCNCCOc1ccc(Cl)cn1,-0.599268395,2.7111,312.794
8538,C8737,NTCYWJCEOILKNG-ROLPUNSJSA-N,C[C@@H]([C@H](O)c1ccccc1)N(C)C.Cl,-0.598293505,2.4721,215.72
8539,C8738,HSRJKNPTNIJEKV-UHFFFAOYSA-N,COc1ccccc1OCC(O)CO,-0.598173085,0.4272,198.216
8540,C8739,XDCFGLSPLPULQH-UHFFFAOYSA-N,O=C1COc2ccc(Cl)cc2N1CC(O)CO,-0.596816279,0.4836,257.67
8541,C8740,HKODIGSRFALUTA-JTLQZVBZSA-N,C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,-0.59507248,1.1307,335.395
8542,C8741,XBAVGYMDOXCWQU-UHFFFAOYSA-N,Cc1[nH]c(=O)[nH]c(=O)c1CO,-0.594070609,-1.1361,156.139
8543,C8742,QDUUEDMQDSCAOJ-GMIVGMFBSA-N,CCC/C=C/COCN1C=CN(C)/C1=C/[NH+]=O.[Cl-],-0.590663417,-2.9729,273.759
8544,C1473,GOOHAUXETOMSMM-GSVOUGTGSA-N,C[C@@H]1CO1,-0.58999997,0.4051,58.0791
8545,C1474,BVOSSZSHBZQJOI-LURJTMIESA-N,C=C[C@H](O)CCC,-0.58999997,1.3334,100.159
8546,C8743,KVGVQTOQSNJTJI-UHFFFAOYSA-N,O=c1nc2[nH][nH]nc-2c(=O)[nH]1,-0.589481806,-1.6655,153.099
8547,C8744,BAFGPPSWVHCIPE-UHFFFAOYSA-N,CN(C)C(=O)c1ccccc1OCCO,-0.586655803,0.7595,209.242
8548,C8745,DHNCTQIFOGRFJF-UHFFFAOYSA-N,CC[NH2+]C(C)C(O)c1ccccc1.[Cl-],-0.584156089,-2.3042,215.72
8549,C8746,DBIYVUUUZVZMQD-UHFFFAOYSA-N,CCC([NH2+]C)C(O)c1ccccc1.[Cl-],-0.584156089,-2.3042,215.72
8550,C8747,KWTSXDURSIMDCE-QMMMGPOBSA-N,C[C@H](N)Cc1ccccc1,-0.583111127,2.2766,135.206
8551,C8748,ULFCBIUXQQYDEI-UHFFFAOYSA-N,Cl.NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,-0.582548656,0.5279,293.704
8552,C8749,KZVRXPPUJQRGFN-UHFFFAOYSA-N,NC(=O)NCC(=O)O,-0.580858784,-0.1695,118.091
8553,C8750,KKHGNHUXFIKANY-GPPWNDLUSA-M,CO[C@H]1C=CC2=CCN3CCC4=C(C=C([O-])OC4)[C@]23C1.[Na+],-0.579863017,1.8824,295.309
8554,C8751,MEIRRNXMZYDVDW-MQQKCMAXSA-N,C/C=C/C=C/CO,-0.579239646,1.111,98.143
8555,C8752,SIZDUQQDBXJXLQ-UHFFFAOYSA-N,CC(=O)C1CC(CC(=O)O)C1(C)C,-0.575176059,1.7124,184.232
8556,C8753,DENPQNAWGQXKCU-UHFFFAOYSA-N,NC(=O)c1cccs1,-0.573770075,1.5473,127.164
8557,C8754,IFXPDZHFZMVVKL-UHFFFAOYSA-N,CNC(=O)Oc1cccc(C[NH+](C)C)c1.[Cl-],-0.573089923,-2.5558,244.718
8558,C8755,LLJORSYIDJJSNV-UHFFFAOYSA-N,CNC(=O)Oc1ccc(C[NH+](C)C)cc1.[Cl-],-0.573089923,-2.5558,244.718
8559,C8756,LSBDFXRDZJMBSC-UHFFFAOYSA-N,NC(=O)Cc1ccccc1,-0.572278879,1.4147,135.163
8560,C8757,VHSHLMUCYSAUQU-UHFFFAOYSA-N,C=C(C)C(=O)OCC(C)O,-0.57195019,0.4865,144.168
8561,C8758,RNVYQYLELCKWAN-UHFFFAOYSA-N,CC1(C)OCC(CO)O1,-0.570990744,0.1302,132.158
8562,C8759,KYBOCQHDFLVQIB-UHFFFAOYSA-N,Cc1[nH]c(=S)sc1CC(=O)O,-0.570311198,1.7412,189.255
8563,C8760,GRPHSFSJUDRMKP-UHFFFAOYSA-N,CCOP(=O)(OCC)SCCN(C)C,-0.568284528,2.4623,241.288
8564,C8761,VFGRNTYELNYSKJ-UHFFFAOYSA-N,Cn1c(N)cc(=O)n(C)c1=O,-0.567522083,-0.7526,155.155
8565,C8762,SGXXNSQHWDMGGP-IZZDOVSWSA-N,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,-0.566034704,2.6275,331.457
8566,C8763,GDWRXKBWBVIFLI-UHFFFAOYSA-N,CC[NH+](CC)c1ccc2c(C)cc(=O)oc2c1.O=S(=O)([O-])O,-0.565857049,1.743,329.369
8567,C8764,AUEOTIKUFDLLHS-UHFFFAOYSA-N,NCCCCCCF,-0.564330952,2.1753,119.18
8568,C8765,XJHWCHWUDYDOIT-JCTPKUEWSA-N,CCC(C)C(C)OCN1C=CN(C)/C1=C/[NH+]=O.[Cl-],-0.562668633,-2.8946,275.775
8569,C8766,ZDQJHKFXTFWZCY-UHFFFAOYSA-M,C(=CC=[N+]1CCCCC1)C=CN1CCCCC1.[Cl-],-0.562598318,-0.2899,268.825
8570,C8767,LZZYPRNAOMGNLH-UHFFFAOYSA-M,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],-0.561645092,3.1779,364.447
8571,C8768,SSOXZAQUVINQSA-BTJKTKAUSA-N,CN(C)CCC(c1ccccc1)c1ccccn1.O=C(O)/C=C\C(=O)O,-0.561181811,2.877,356.416
8572,C8769,XAUDJQYHKZQPEU-KVQBGUIXSA-N,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,-0.561063305,-1.5576,228.205
8573,C8770,XWMSEZHMHBQVLE-UHFFFAOYSA-N,COc1cc(C(N)=O)cc(OC)c1O,-0.5608856,1.2086,197.188
8574,C1708,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,-0.56,0.193,278.307
8575,C8771,ULTHZYBVLBNQSI-UHFFFAOYSA-N,COc1ccc(OC)c(C(C)(O)C[NH3+])c1.[Cl-],-0.557635185,-2.8428,247.719
8576,C8772,HAPOVYFOVVWLRS-UHFFFAOYSA-N,CCC1(C)CC(=O)NC1=O,-0.556234825,0.778,141.168
8577,C8773,MIJRFWVFNKQQDK-UHFFFAOYSA-N,O=C(c1ccco1)C(O)c1ccco1,-0.554196821,1.7889,192.168
8578,C8774,YCIQUDDZPRNRMY-UHFFFAOYSA-N,Cc1no[n+]([O-])c1C(N)=O,-0.553260144,0.2107,143.101
8579,C8775,WLJNZVDCPSBLRP-UHFFFAOYSA-N,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,-0.553021722,4.3914,388.37
8580,C8776,COVZYZSDYWQREU-UHFFFAOYSA-N,CS(=O)(=O)OCCCCOS(C)(=O)=O,-0.552916053,1.8806,246.302
8581,C8777,BADSZRMNXWLUKO-UHFFFAOYSA-N,Clc1cn[nH]c1,-0.551420346,1.0631,102.522
8582,C1475,ZDXPYRJPNDTMRX-GSVOUGTGSA-N,NC(=O)CC[C@@H](N)C(=O)O,-0.55000001,0.0644,146.145
8583,C1476,XSJVWZAETSBXKU-UHFFFAOYSA-N,CCOC(C)C,-0.55000001,1.4313,88.1482
8584,C1477,JMMWKPVZQRWMSS-UHFFFAOYSA-N,CC(=O)OC(C)C,-0.55000001,0.9579,102.132
8585,C8778,JSPCTNUQYWIIOT-UHFFFAOYSA-N,NC(=O)N1CCCCC1,-0.549094756,1.1892,128.172
8586,C8779,XEZNGIUYQVAUSS-UHFFFAOYSA-N,C1COCCOCCOCCOCCOCCO1,-0.547528954,0.0996,264.315
8587,C8780,KWGRBVOPPLSCSI-UHFFFAOYSA-N,CNC(C)C(O)c1ccccc1,-0.54646905,1.7188,165.232
8588,C8781,YZEUHQHUFTYLPH-UHFFFAOYSA-N,O=[N+]([O-])c1ncc[nH]1,-0.545244901,0.8411,113.075
8589,C8782,LMIQERWZRIFWNZ-UHFFFAOYSA-N,Oc1ccc2[nH]ccc2c1,-0.541255772,1.8735,133.147
8590,C1478,RWLALWYNXFYRGW-HTQZYQBOSA-N,CCC[C@@H](O)[C@H](CC)CO,-0.54000002,1.1659,146.227
8591,C8783,FMGADNVMWHSJDJ-UHFFFAOYSA-N,CN1C(=O)CC(C)(C)CC1=O,-0.539605336,0.7293,155.194
8592,C8784,HXACOUQIXZGNBF-UHFFFAOYSA-N,Cc1ncc(CO)c(C(=O)O)c1O,-0.53847992,0.2861,183.161
8593,C8785,AHRCREUHIWVOMK-UHFFFAOYSA-M,O=C([O-])c1c(O)cccc1O.[Na+],-0.538196578,-0.5387,176.102
8594,C8786,FCPVYOBCFFNJFS-LQDWTQKMSA-M,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],-0.535288039,-0.1451,356.372
8595,C8787,IRTZMJWVZQYURE-UHFFFAOYSA-N,CC(=O)N(C)N(C(=O)C(=O)N(C)C)c1ccccc1,-0.534519571,0.5011,263.292
8596,C8788,KLCAYWXSRJHEOT-UHFFFAOYSA-N,CCC(=O)OCN1C2CCC1CN(C)C2,-0.53314529,0.5513,212.289
8597,C8789,FPYATAHHYUQBFA-UHFFFAOYSA-M,CN(C=CC=C/C=[N+](\C)c1ccccc1)c1ccccc1.[Cl-],-0.53295433,1.2415,312.836
8598,C8790,VHPMKWNWJJDEEC-UHFFFAOYSA-N,OC(CS)CCl,-0.530718013,0.5159,126.605
8599,C1479,HNDVDQJCIGZPNO-RXMQYKEDSA-N,N[C@H](Cc1c[nH]cn1)C(=O)O,-0.52999997,0.0644,155.155
8600,C8791,HIIJZYSUEJYLMX-UHFFFAOYSA-N,O=[N+]([O-])c1nccn1CC(O)CF,-0.52690632,0.6449,189.144
8601,C8792,ZBRCAASZBMWIDA-QFPUCQTMSA-N,O=C(N/N=C/[C@H](O)[C@H]1OC(=O)[C@@H](O)[C@H]1O)c1ccncc1,-0.525610028,-1.8038,295.248
8602,C8793,JROGBPMEKVAPEH-GXGBFOEMSA-N,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21.Cl.Cl,-0.52489577,6.8141,553.561
8603,C8794,JNMNEKBPYOEAJS-UHFFFAOYSA-N,Cc1cc(=O)c(N(C)C)n[nH]1,-0.524161156,0.1443,153.182
8604,C8795,CYMMEXYPWIUVOF-UHFFFAOYSA-N,CN(C)CCC(=O)c1ccccc1O.Cl,-0.521690492,2.3286,229.703
8605,C1480,PHTQWCKDNZKARW-UHFFFAOYSA-N,CC(C)CCO,-0.51999998,1.0248,88.1482
8606,C8796,LZAKUZBAAQDJCF-UHFFFAOYSA-N,CC1(C)COC(=O)C1,-0.517123613,0.9595,114.142
8607,C8797,CADMHCMDZLBQLA-UHFFFAOYSA-N,NC(=O)OCCOCCOC(N)=O,-0.515790257,0.5942,192.17
8608,C8798,PCLAZAJARAIGGD-UHFFFAOYSA-N,CSc1nnc(N)s1,-0.515702772,1.4234,147.222
8609,C8799,FQENQNTWSFEDLI-UHFFFAOYSA-J,O=P([O-])([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],-0.514093916,0.9412,265.902
8610,C8800,DVQZHWAYOLXTHE-UHFFFAOYSA-N,CC[N+](CC)(CCCNC1=CC(=O)C(NCCC[N+](CC)(CC)Cc2ccccc2)=CC1=O)Cc1ccccc1.[Br-].[Br-],-0.51331962,-0.2312,706.594
8611,C8801,DYESHNNFAFXIKV-UHFFFAOYSA-N,C[NH+](C)CCc1c[nH]c2ccc(O)cc12.O=C([O-])C(=O)O,-0.511193319,-1.6186,294.303
8612,C8802,JQVBVDFCXFLBPV-UHFFFAOYSA-M,C[N+](C)(C)c1cccc(OC(=O)Cc2ccccc2)c1.[Br-],-0.510961841,0.0354,350.25
8613,C8803,OPXLJUFZIAHIOA-UHFFFAOYSA-N,O=S(=O)(O)SCCNCCc1ccccc1,-0.50928063,2.8264,261.361
8614,C8804,PMDQSBZXEATWCG-DEKXFLRUSA-N,Cl.O=C(OC1C[C@@H]2N[C@H](C1)[C@H]1O[C@H]12)[C@H](CO)c1ccccc1,-0.508615043,1.7067,325.787
8615,C8805,IBZJGOGLCABLDJ-UHFFFAOYSA-N,O=Nc1ccc(O)c(N=O)c1O,-0.507917878,1.8936,168.107
8616,C8806,ZRYGZUCHNAVIIG-UHFFFAOYSA-N,CCC(C)(C)NC.Cl,-0.501289641,2.5873,137.651
8617,C8807,BMVGRQFYWXVLDD-UHFFFAOYSA-N,CCNC(C)(C)C.Cl,-0.501289641,2.5873,137.651
8618,C8808,NHTGHBARYWONDQ-UHFFFAOYSA-N,CC(N)(Cc1ccc(O)cc1)C(=O)O,-0.501150706,1.437,195.215
8619,C1481,LKCWBDHBTVXHDL-UFFGTHJOSA-N,NCC[C@@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@@H](CN)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](N)[C@@H]1O,-0.5,-5.2321,585.603
8620,C1482,DUXCSEISVMREAX-UHFFFAOYSA-N,CC(C)(C)CCO,-0.5,1.4149,102.175
8621,C8809,NDOGLIPWGGRQCO-UHFFFAOYSA-N,CCC(=O)CC(C)=O,-0.498984525,0.9446,114.142
8622,C8810,NFDQYBUVHVRNNY-UHFFFAOYSA-N,CC1CC(C)(O)CC(C(O)CC2CC(=O)NC(=O)C2)C1=O,-0.497378282,0.4852,297.347
8623,C8811,RHTNTTODYGNRSP-UHFFFAOYSA-N,Cl.c1ccc(CC2=NCCN2)cc1,-0.497181428,1.7972,196.677
8624,C8812,VQFGDOHENLRPFB-UHFFFAOYSA-N,SCc1cnccn1,-0.490320034,0.9064,126.18
8625,C1483,KFNNIILCVOLYIR-UHFFFAOYSA-N,CCCOC=O,-0.49000001,1.2053,88.1051
8626,C1484,WFRBDWRZVBPBDO-UHFFFAOYSA-N,CCCC(C)(C)O,-0.49000001,1.5574,102.175
8627,C8813,FKEDUFRSQFFLHR-VSYPDCRNSA-N,CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.Cl.O.O,-0.489547895,2.5025,385.882
8628,C8814,HPYYCONYZSKTMH-UHFFFAOYSA-N,Nc1ccccc1OCC(O)CO,-0.488425098,0.582,183.204
8629,C8815,FSASIHFSFGAIJM-UHFFFAOYSA-N,Cn1cnc(N)c2ncnc1-2,-0.480972941,0.5267,149.153
8630,C1485,STECJAGHUSJQJN-KXKVQDCLSA-N,CN1[C@@H]2C[C@H](OC(=O)[C@@H](CO)c3ccccc3)C[C@H]1[C@H]1O[C@H]12,-0.47999999,0.856,303.353
8631,C1486,ULSIYEODSMZIPX-MRVPVSSYSA-N,NC[C@@H](O)c1ccccc1,-0.47999999,1.379,137.179
8632,C1487,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,O=C(O)c1ccco1,-0.47999999,0.9778,112.083
